,Div,B365H,B365D,B365A,VCH,VCD,VCA
1840,E0,1.83,3.5,4.5,1.87,3.6,4.5
1841,E0,3.5,3.4,2.1,3.5,3.4,2.25
1842,E0,1.53,4.2,6.0,1.55,4.3,6.5
1843,E0,1.29,5.5,11.0,1.3,5.75,11.0
1844,E0,3.5,3.4,2.1,3.7,3.4,2.15
1845,E0,1.25,5.5,13.0,1.25,6.25,15.0
1846,E0,2.1,3.4,3.5,2.15,3.4,3.6
1847,E0,9.0,4.75,1.36,10.0,4.8,1.4
1848,E0,7.0,4.5,1.44,7.0,4.6,1.45
1849,E0,6.0,4.2,1.53,7.0,4.3,1.55
1850,E0,1.5,4.2,6.5,1.55,4.4,6.5
1851,E0,1.91,3.5,4.0,2.0,3.6,4.0
1852,E0,2.1,3.4,3.5,2.25,3.3,3.6
1853,E0,1.22,6.5,13.0,1.22,6.5,15.0
1854,E0,1.25,6.0,12.0,1.29,6.0,12.0
1855,E0,2.0,3.6,3.6,2.0,3.7,3.8
1856,E0,2.3,3.3,3.2,2.38,3.3,3.3
1857,E0,2.1,3.4,3.5,2.1,3.6,3.6
1858,E0,2.2,3.3,3.4,2.3,3.3,3.5
1859,E0,1.91,3.6,4.0,1.95,3.6,4.33
1860,E0,1.67,3.75,5.5,1.73,3.8,5.5
1861,E0,4.0,3.6,1.91,4.1,3.6,2.0
1862,E0,1.44,4.33,7.5,1.45,4.75,8.0
1863,E0,1.3,5.0,11.0,1.33,5.4,11.0
1864,E0,12.0,6.5,1.22,13.0,7.0,1.22
1865,E0,1.91,3.5,4.0,1.95,3.6,4.0
1866,E0,1.83,3.5,4.5,1.83,3.6,4.8
1867,E0,3.8,3.4,2.0,4.0,3.6,2.0
1868,E0,4.33,3.6,1.83,4.4,3.7,1.87
1869,E0,2.0,3.5,3.75,2.0,3.6,4.0
1870,E0,1.53,4.0,6.5,1.55,4.3,7.0
1871,E0,2.1,3.4,3.5,2.1,3.5,3.75
1872,E0,2.8,3.4,2.5,2.8,3.5,2.5
1873,E0,1.4,4.5,8.5,1.4,5.0,8.5
1874,E0,1.36,5.0,8.0,1.4,5.0,9.0
1875,E0,2.1,3.5,3.4,2.15,3.6,3.5
1876,E0,1.62,4.0,5.5,1.62,4.1,6.0
1877,E0,2.75,3.25,2.6,2.88,3.3,2.63
1878,E0,4.0,3.6,1.91,4.0,3.7,1.95
1879,E0,1.5,4.33,6.5,1.53,4.5,6.5
1880,E0,1.22,6.5,12.0,1.25,6.5,15.0
1881,E0,4.2,3.75,1.83,4.33,3.75,1.91
1882,E0,2.0,3.5,3.75,2.1,3.6,3.75
1883,E0,1.83,3.6,4.33,1.9,3.6,4.5
1884,E0,1.17,7.0,17.0,1.18,7.5,17.0
1885,E0,5.0,4.0,1.67,5.0,4.1,1.73
1886,E0,1.83,3.75,4.2,1.91,3.7,4.4
1887,E0,5.0,3.75,1.7,5.0,4.0,1.75
1888,E0,2.4,3.5,2.88,2.5,3.5,2.9
1889,E0,2.1,3.5,3.4,2.2,3.6,3.4
1890,E0,1.3,5.5,10.0,1.3,6.0,11.0
1891,E0,2.2,3.5,3.2,2.2,3.6,3.4
1892,E0,1.13,9.0,19.0,1.14,9.5,21.0
1893,E0,2.2,3.4,3.25,2.2,3.6,3.3
1894,E0,2.38,3.5,2.88,2.45,3.6,2.8
1895,E0,7.0,4.5,1.44,8.0,4.8,1.44
1896,E0,3.4,3.5,2.1,3.6,3.6,2.1
1897,E0,1.4,4.5,8.5,1.4,5.0,9.0
1898,E0,5.0,4.0,1.67,5.25,4.2,1.67
1899,E0,1.57,4.0,6.0,1.57,4.3,6.0
1900,E0,1.4,4.5,8.5,1.44,4.75,8.5
1901,E0,1.8,3.6,4.5,1.83,3.75,4.75
1902,E0,2.5,3.4,2.75,2.62,3.4,2.75
1903,E0,2.0,3.4,3.8,2.0,3.5,4.0
1904,E0,2.38,3.25,3.1,2.4,3.3,3.25
1905,E0,4.2,3.5,1.91,4.33,3.6,1.95
1906,E0,2.2,3.3,3.4,2.25,3.4,3.4
1907,E0,1.17,7.0,17.0,1.2,7.0,19.0
1908,E0,6.0,3.75,1.62,6.5,3.8,1.65
1909,E0,4.33,3.6,1.83,4.3,3.7,1.87
1910,E0,1.25,5.5,13.0,1.25,6.0,13.0
1911,E0,2.9,3.4,2.4,3.1,3.3,2.45
1912,E0,1.5,4.33,6.5,1.5,4.4,7.0
1913,E0,1.29,5.5,11.0,1.3,5.5,11.5
1914,E0,2.25,3.4,3.2,2.3,3.4,3.2
1915,E0,2.1,3.4,3.5,2.15,3.5,3.6
1916,E0,2.1,3.3,3.6,2.1,3.4,3.8
1917,E0,1.5,4.33,6.5,1.5,4.4,7.0
1918,E0,3.1,3.4,2.3,3.1,3.4,2.4
1919,E0,3.5,3.4,2.1,3.6,3.4,2.2
1920,E0,1.18,7.0,15.0,1.2,7.5,15.0
1921,E0,2.2,3.3,3.4,2.15,3.4,3.6
1922,E0,1.36,5.0,8.5,1.36,5.25,9.0
1923,E0,3.0,3.3,2.38,3.1,3.3,2.5
1924,E0,2.5,3.25,2.88,2.5,3.4,2.9
1925,E0,2.25,3.25,3.3,2.25,3.3,3.5
1926,E0,2.0,3.5,3.75,2.05,3.5,3.9
1927,E0,1.62,3.75,6.0,1.65,4.0,6.0
1928,E0,6.0,4.2,1.53,6.25,4.33,1.57
1929,E0,1.36,5.0,8.5,1.36,5.2,10.0
1930,E0,2.38,3.25,3.1,2.4,3.3,3.2
1931,E0,2.1,3.4,3.5,2.1,3.3,3.9
1932,E0,1.25,6.0,12.0,1.29,6.25,12.0
1933,E0,2.38,3.4,3.0,2.4,3.4,3.12
1934,E0,4.5,3.5,1.83,4.5,3.6,1.87
1935,E0,5.0,3.6,1.73,5.25,3.75,1.75
1936,E0,3.4,3.3,2.2,3.4,3.4,2.25
1937,E0,3.75,3.5,2.0,3.7,3.5,2.05
1938,E0,1.73,3.6,5.0,1.75,3.7,5.2
1939,E0,1.36,4.75,9.0,1.36,5.0,10.5
1940,E0,2.4,3.3,3.0,2.5,3.4,3.0
1941,E0,3.0,3.3,2.4,3.0,3.4,2.45
1942,E0,1.73,3.75,4.75,1.8,3.8,4.75
1943,E0,2.1,3.3,3.6,2.2,3.3,3.6
1944,E0,2.4,3.3,3.0,2.38,3.3,3.25
1945,E0,2.7,3.3,2.63,2.75,3.3,2.75
1946,E0,1.75,3.6,4.75,1.8,3.9,4.8
1947,E0,1.8,3.6,4.5,1.83,3.7,4.75
1948,E0,1.44,4.33,7.5,1.5,4.4,7.0
1949,E0,2.1,3.4,3.5,2.2,3.4,3.6
1950,E0,1.4,4.75,8.0,1.44,4.75,8.5
1951,E0,4.33,3.6,1.83,4.5,3.6,1.85
1952,E0,1.57,4.0,6.0,1.6,4.2,6.0
1953,E0,4.75,3.75,1.73,4.8,3.75,1.75
1954,E0,2.88,3.3,2.5,3.0,3.4,2.5
1955,E0,1.91,3.4,4.2,1.91,3.4,4.6
1956,E0,2.0,3.4,3.8,2.05,3.4,4.0
1957,E0,2.4,3.3,3.0,2.5,3.3,3.12
1958,E0,2.05,3.4,3.75,2.15,3.4,3.7
1959,E0,1.22,6.5,12.0,1.22,7.0,15.0
1960,E0,1.29,5.5,11.0,1.29,6.0,13.0
1961,E0,1.91,3.6,4.0,2.0,3.5,4.0
1962,E0,1.83,3.75,4.2,1.87,3.7,4.4
1963,E0,4.0,3.6,1.91,3.9,3.6,2.0
1964,E0,4.2,3.4,1.91,4.1,3.5,2.0
1965,E0,1.44,4.33,7.5,1.5,4.33,8.0
1966,E0,4.2,3.75,1.83,4.1,3.75,1.92
1967,E0,2.75,3.3,2.6,2.7,3.4,2.7
1968,E0,1.44,4.33,7.5,1.45,4.6,8.0
1969,E0,1.8,3.6,4.5,1.83,3.75,4.5
1970,E0,1.33,5.0,10.0,1.36,5.25,10.0
1971,E0,1.29,5.5,11.0,1.3,5.75,12.0
1972,E0,6.0,4.2,1.53,6.5,4.5,1.55
1973,E0,2.1,3.4,3.5,2.1,3.5,3.75
1974,E0,2.5,3.4,2.75,2.6,3.4,2.8
1975,E0,5.0,3.75,1.7,5.25,3.8,1.73
1976,E0,1.83,3.75,4.2,1.87,3.7,4.6
1977,E0,3.25,3.4,2.2,3.4,3.5,2.2
1978,E0,2.5,3.3,2.88,2.55,3.3,3.0
1979,E0,1.36,5.0,8.5,1.4,5.0,9.0
1980,E0,2.0,3.5,3.75,2.0,3.4,4.1
1981,E0,1.22,6.0,15.0,1.25,6.5,15.0
1982,E0,2.75,3.4,2.5,2.8,3.5,2.55
1983,E0,1.95,3.3,4.2,1.95,3.4,4.5
1984,E0,2.25,3.4,3.2,2.3,3.5,3.25
1985,E0,2.4,3.4,2.9,2.45,3.4,3.0
1986,E0,2.6,3.3,2.75,2.62,3.3,2.88
1987,E0,2.0,3.5,3.75,2.0,3.6,3.9
1988,E0,4.2,3.75,1.83,4.33,3.9,1.83
1989,E0,2.75,3.4,2.5,2.75,3.4,2.62
1990,E0,1.7,3.8,5.0,1.75,3.8,5.25
1991,E0,2.6,3.3,2.75,2.62,3.3,2.88
1992,E0,2.1,3.3,3.6,2.15,3.3,3.9
1993,E0,4.5,3.6,1.8,4.8,3.6,1.85
1994,E0,1.5,4.33,6.5,1.53,4.4,7.0
1995,E0,5.0,3.8,1.7,5.2,4.0,1.73
1996,E0,1.57,4.0,6.0,1.57,4.2,6.5
1997,E0,1.8,3.6,4.5,1.83,3.8,4.6
1998,E0,1.73,3.75,4.75,1.73,4.0,5.0
1999,E0,1.53,4.2,6.0,1.57,4.3,6.5
2000,E0,7.0,4.5,1.44,7.0,4.6,1.5
2001,E0,1.44,4.2,8.0,1.45,4.4,7.5
2002,E0,2.25,3.4,3.2,2.25,3.5,3.25
2003,E0,2.38,3.5,2.88,2.45,3.5,2.9
2004,E0,1.91,3.4,4.2,1.91,3.5,4.5
2005,E0,2.3,3.4,3.1,2.38,3.4,3.2
2006,E0,1.95,3.5,4.0,1.95,3.7,3.9
2007,E0,1.57,4.0,6.0,1.6,4.3,6.0
2008,E0,1.95,3.6,3.8,2.05,3.6,3.9
2009,E0,1.91,3.75,3.8,1.92,3.75,4.1
2010,E0,1.44,4.33,7.5,1.45,4.6,7.5
2011,E0,1.2,6.5,15.0,1.2,7.5,15.0
2012,E0,1.91,3.6,4.0,1.92,3.6,4.2
2013,E0,7.0,4.5,1.44,8.0,4.8,1.44
2014,E0,1.91,3.6,4.0,1.95,3.6,4.1
2015,E0,4.33,3.6,1.83,4.5,3.9,1.8
2016,E0,3.75,3.5,2.0,3.9,3.6,2.0
2017,E0,1.67,3.75,5.25,1.73,3.9,5.2
2018,E0,2.0,3.4,3.8,2.05,3.4,4.1
2019,E0,4.75,3.75,1.73,4.8,4.0,1.75
2020,E0,1.44,4.33,7.5,1.53,4.4,7.0
2021,E0,1.17,7.5,15.0,1.18,8.0,19.0
2022,E0,2.2,3.3,3.4,2.2,3.4,3.5
2023,E0,2.5,3.3,2.88,2.5,3.3,3.1
2024,E0,1.83,3.6,4.33,1.92,3.6,4.4
2025,E0,2.5,3.5,2.7,2.62,3.5,2.8
2026,E0,2.3,3.5,3.0,2.38,3.5,3.12
2027,E0,3.4,3.5,2.1,3.5,3.7,2.15
2028,E0,1.67,3.75,5.5,1.67,4.0,5.5
2029,E0,1.95,3.4,4.0,1.95,3.6,4.1
2030,E0,2.25,3.25,3.3,2.2,3.4,3.5
2031,E0,1.44,4.5,7.0,1.45,4.6,8.0
2032,E0,2.5,3.4,2.75,2.45,3.5,3.0
2033,E0,1.22,6.5,12.0,1.25,6.5,13.0
2034,E0,2.0,3.4,3.8,2.1,3.6,3.6
2035,E0,1.91,3.4,4.2,1.95,3.4,4.3
2036,E0,2.3,3.4,3.1,2.3,3.5,3.2
2037,E0,2.4,3.4,2.88,2.45,3.4,3.0
2038,E0,6.0,4.2,1.53,7.0,4.4,1.53
2039,E0,1.44,4.5,7.0,1.5,4.5,7.5
2040,E0,2.88,3.3,2.5,3.0,3.4,2.45
2041,E0,1.4,4.5,8.5,1.44,4.75,8.5
2042,E0,1.5,4.0,7.0,1.55,4.33,6.5
2043,E0,1.95,3.5,4.0,2.0,3.5,4.0
2044,E0,7.5,4.75,1.4,8.0,4.8,1.44
2045,E0,2.1,3.25,3.75,2.1,3.4,3.75
2046,E0,4.0,3.5,1.91,4.2,3.5,2.0
2047,E0,2.1,3.3,3.6,2.15,3.3,3.9
2048,E0,2.0,3.4,3.75,2.05,3.5,4.0
2049,E0,1.5,4.33,6.5,1.57,4.33,6.5
2050,E0,2.4,3.2,3.1,2.55,3.12,3.2
2051,E0,1.91,3.6,4.0,1.95,3.75,4.1
2052,E0,4.75,3.5,1.8,5.0,3.7,1.8
2053,E0,1.8,3.6,4.5,1.85,3.6,4.8
2054,E0,2.3,3.4,3.1,2.45,3.5,3.0
2055,E0,2.0,3.5,3.75,2.0,3.6,4.0
2056,E0,2.2,3.5,3.2,2.3,3.6,3.3
2057,E0,3.0,3.3,2.38,3.12,3.25,2.5
2058,E0,1.91,3.6,4.0,1.95,3.7,4.2
2059,E0,2.0,3.5,3.75,2.05,3.5,4.0
2060,E0,1.36,4.75,9.0,1.4,4.8,9.5
2061,E0,1.2,6.5,15.0,1.22,6.5,17.0
2062,E0,5.5,3.75,1.67,5.5,4.0,1.7
2063,E0,2.2,3.4,3.25,2.2,3.5,3.4
2064,E0,2.4,3.4,2.88,2.45,3.4,3.0
2065,E0,3.1,3.2,2.4,3.1,3.25,2.5
2066,E0,1.62,4.0,5.5,1.65,4.1,5.5
2067,E0,2.0,3.5,3.75,2.05,3.6,3.8
2068,E0,5.5,4.0,1.62,5.5,4.0,1.67
2069,E0,1.53,4.0,6.5,1.57,4.1,7.0
2070,E0,1.14,8.0,19.0,1.17,8.5,20.0
2071,E0,2.1,3.4,3.5,2.15,3.4,3.75
2072,E0,2.0,3.5,3.75,2.1,3.5,3.75
2073,E0,1.62,3.75,6.0,1.67,3.8,6.25
2074,E0,1.91,3.6,4.0,2.05,3.6,3.9
2075,E0,2.88,3.25,2.5,3.0,3.3,2.6
2076,E0,4.75,3.75,1.73,5.0,4.0,1.8
2077,E0,1.33,5.5,8.5,1.36,5.25,10.0
2078,E0,5.0,4.0,1.67,5.4,4.0,1.7
2079,E0,3.75,3.5,2.0,3.8,3.6,2.0
2080,E0,1.44,4.5,7.0,1.45,4.5,8.0
2081,E0,1.85,3.6,4.2,1.9,3.7,4.4
2082,E0,1.22,6.5,13.0,1.25,6.5,13.0
2083,E0,6.0,3.75,1.62,6.0,4.1,1.62
2084,E0,2.2,3.4,3.25,2.3,3.4,3.4
2085,E0,2.9,3.4,2.38,3.0,3.5,2.4
2086,E0,3.4,3.2,2.25,3.6,3.2,2.25
2087,E0,6.5,4.0,1.53,7.5,4.2,1.53
2088,E0,1.44,4.5,7.0,1.45,4.8,8.5
2089,E0,2.4,3.25,3.0,2.45,3.25,3.2
2090,E0,2.1,3.4,3.5,2.15,3.5,3.7
2091,E0,1.3,5.5,10.0,1.33,5.5,11.0
2092,E0,6.0,4.0,1.57,6.0,4.2,1.62
2093,E0,2.88,3.25,2.5,2.9,3.3,2.62
2094,E0,1.8,3.5,4.75,1.87,3.6,4.8
2095,E0,3.5,3.4,2.1,3.75,3.4,2.15
2096,E0,2.88,3.3,2.5,2.9,3.3,2.62
2097,E0,4.0,3.5,1.91,4.0,3.8,1.95
2098,E0,1.29,5.5,11.0,1.33,5.75,12.0
2099,E0,5.0,3.75,1.7,4.8,4.0,1.7
2100,E0,1.57,4.0,6.0,1.6,4.1,5.75
2101,E0,1.33,5.0,10.0,1.36,5.25,9.5
2102,E0,2.0,3.5,3.75,2.0,3.6,3.9
2103,E0,2.1,3.4,3.5,2.1,3.4,3.6
2104,E0,6.0,4.2,1.53,6.5,4.0,1.57
2105,E0,1.2,6.5,15.0,1.22,6.5,13.0
2106,E0,1.4,4.5,8.5,1.4,5.0,9.0
2107,E0,3.0,3.4,2.38,3.1,3.4,2.38
2108,E0,2.55,3.5,2.9,2.55,3.3,3.0
2109,E0,1.57,4.2,6.5,1.62,4.33,6.5
2110,E0,2.05,3.5,4.0,2.05,3.3,4.1
2111,E0,2.2,3.6,3.4,2.25,3.5,3.5
2112,E0,4.5,3.8,1.85,4.4,3.8,1.85
2113,E0,3.0,3.4,2.5,3.0,3.4,2.55
2114,E0,4.33,3.5,1.95,4.33,3.3,2.0
2115,E0,2.38,3.3,3.3,2.38,3.3,3.25
2116,E0,2.63,3.5,2.8,2.6,3.5,2.8
2117,E0,1.91,3.8,4.2,1.95,3.6,4.3
2118,E0,1.25,6.5,15.0,1.25,6.25,15.0
2119,E0,1.33,5.5,10.5,1.33,5.75,10.0
2120,E0,1.25,6.5,14.0,1.25,6.5,13.0
2121,E0,1.75,4.0,5.0,1.8,3.9,4.6
2122,E0,2.2,3.4,3.6,2.25,3.3,3.6
2123,E0,1.75,4.0,5.0,1.75,3.8,5.4
2124,E0,2.1,3.5,3.75,2.1,3.6,3.75
2125,E0,2.15,3.4,3.8,2.2,3.4,3.6
2126,E0,1.91,3.6,4.0,2.0,3.75,3.8
2127,E0,2.9,3.6,2.5,2.88,3.6,2.5
2128,E0,3.6,3.5,2.05,3.8,3.6,2.05
2129,E0,1.44,4.75,8.0,1.45,4.75,7.0
2130,E0,2.9,3.4,2.6,2.88,3.4,2.62
2131,E0,7.5,4.5,1.5,7.0,4.6,1.5
2132,E0,2.2,3.3,3.75,2.2,3.3,3.75
2133,E0,2.5,3.4,3.0,2.6,3.3,2.9
2134,E0,2.4,3.5,3.1,2.45,3.5,3.0
2135,E0,1.6,4.1,6.5,1.62,4.3,5.75
2136,E0,2.2,3.5,3.5,2.25,3.5,3.4
2137,E0,1.25,6.5,14.0,1.22,7.0,13.0
2138,E0,4.75,3.75,1.83,4.5,3.75,1.83
2139,E0,7.5,4.5,1.5,6.5,4.6,1.5
2140,E0,1.44,4.5,9.0,1.45,4.6,8.0
2141,E0,1.4,5.0,9.0,1.4,5.0,9.0
2142,E0,5.5,4.2,1.65,5.4,4.2,1.65
2143,E0,4.0,3.6,2.0,4.0,3.5,2.05
2144,E0,1.95,3.6,4.33,1.95,3.6,4.2
2145,E0,2.5,3.4,3.0,2.55,3.4,3.0
2146,E0,2.4,3.4,3.2,2.45,3.4,3.1
2147,E0,2.2,3.5,3.5,2.25,3.4,3.5
2148,E0,1.83,3.9,4.5,1.87,3.9,4.3
2149,E0,3.6,3.4,2.2,3.6,2.5,2.15
2150,E0,1.36,5.5,9.5,1.36,5.5,9.0
2151,E0,2.3,3.4,3.4,2.3,3.4,3.25
2152,E0,5.75,4.0,1.67,5.4,4.1,1.67
2153,E0,1.91,3.5,4.6,1.95,3.6,4.3
2154,E0,4.5,3.6,1.91,4.3,3.7,1.91
2155,E0,1.83,3.75,4.75,1.9,3.6,4.5
2156,E0,1.67,4.0,5.75,1.7,4.0,5.2
2157,E0,2.63,3.4,2.88,2.7,3.4,2.75
2158,E0,1.75,3.9,5.0,1.8,4.0,4.5
2159,E0,1.4,5.0,9.0,1.4,5.0,8.5
2160,E0,1.57,4.4,6.0,1.6,4.2,6.0
2161,E0,1.33,5.5,11.0,1.33,5.5,10.5
2162,E0,2.2,3.3,3.75,2.25,3.3,3.6
2163,E0,3.8,3.5,2.1,3.6,3.5,2.15
2164,E0,7.0,4.33,1.53,6.25,4.33,1.57
2165,E0,2.63,3.4,2.88,2.62,3.3,2.9
2166,E0,2.05,3.5,4.0,2.1,3.5,3.9
2167,E0,1.95,3.6,4.33,2.0,3.5,4.33
2168,E0,2.2,3.5,3.2,2.2,3.5,3.4
2169,E0,3.6,3.5,2.15,3.5,3.5,2.2
2170,E0,1.4,5.0,9.0,1.44,5.0,7.5
2171,E0,1.38,5.0,10.0,1.4,5.0,8.5
2172,E0,1.33,5.5,11.0,1.36,5.5,8.0
2173,E0,1.85,3.8,4.5,1.9,3.7,4.3
2174,E0,2.15,3.25,4.0,2.15,3.25,3.8
2175,E0,2.4,3.3,3.3,2.4,3.2,3.4
2176,E0,2.1,3.6,3.75,2.15,3.6,3.5
2177,E0,4.5,3.75,1.85,4.33,3.8,1.87
2178,E0,2.3,3.6,3.25,2.38,3.6,3.1
2179,E0,7.5,4.5,1.44,7.0,4.6,1.5
2180,E0,2.5,3.4,3.0,2.55,3.4,2.9
2181,E0,2.25,3.4,3.5,2.2,3.4,3.6
2182,E0,2.45,3.4,3.1,2.5,3.4,3.0
2183,E0,2.45,3.3,3.2,2.45,3.4,3.0
2184,E0,1.95,3.8,4.0,1.95,3.9,3.9
2185,E0,1.83,3.7,4.8,1.85,3.6,4.75
2186,E0,2.3,3.4,3.4,2.3,3.4,3.4
2187,E0,3.9,3.6,2.05,3.8,3.5,2.1
2188,E0,1.17,9.0,19.0,1.18,7.5,21.0
2189,E0,4.2,3.8,1.91,4.3,3.6,1.95
2190,E0,2.5,3.3,3.1,2.5,3.25,3.12
2191,E0,3.4,3.5,2.25,3.5,3.4,2.3
2192,E0,1.4,5.0,9.0,1.4,4.8,10.0
2193,E0,2.05,3.5,4.0,2.1,3.5,3.8
2194,E0,1.5,4.5,7.5,1.53,4.2,7.5
2195,E0,2.3,3.4,3.4,2.3,3.4,3.4
2196,E0,1.25,6.5,15.0,1.25,6.5,15.0
2197,E0,1.57,3.9,7.5,1.57,4.0,7.0
2198,E0,1.33,5.5,11.0,1.33,5.2,12.0
2199,E0,3.5,3.5,2.2,3.6,3.4,2.2
2200,E0,6.0,4.0,1.65,6.0,4.0,1.65
2201,E0,3.4,3.4,2.3,3.3,3.4,2.3
2202,E0,2.3,3.4,3.4,2.3,3.4,3.4
2203,E0,1.95,3.6,4.33,1.95,3.6,4.3
2204,E0,5.0,4.0,1.75,5.0,3.9,1.75
2205,E0,2.0,3.6,4.0,2.0,3.6,4.0
2206,E0,2.63,3.3,2.9,2.7,3.3,2.8
2207,E0,3.3,3.6,2.25,3.2,3.6,2.3
2208,E0,2.1,3.4,4.0,2.15,3.3,3.8
2209,E0,4.1,3.7,1.95,3.9,3.75,2.0
2210,E0,1.36,5.0,11.0,1.36,5.2,10.0
2211,E0,1.36,5.5,9.0,1.36,5.4,9.5
2212,E0,2.1,3.5,3.8,2.15,3.6,3.5
2213,E0,2.38,3.4,3.25,2.4,3.4,3.12
2214,E0,2.2,3.4,3.6,2.2,3.5,3.3
2215,E0,2.3,3.5,3.3,2.3,3.5,3.3
2216,E0,1.25,6.5,14.0,1.25,6.5,13.0
2217,E0,2.3,3.3,3.5,2.38,3.4,3.2
2218,E0,1.44,4.75,8.0,1.45,4.75,7.5
2219,E0,8.0,4.75,1.45,7.0,4.75,1.5
2220,E0,1.91,3.75,4.2,1.95,3.7,4.1
2221,E0,1.95,3.5,4.5,1.95,3.6,4.3
2222,E0,7.0,3.9,1.6,6.25,4.0,1.62
2223,E0,1.75,3.9,5.0,1.75,3.8,5.0
2224,E0,4.75,3.8,1.8,4.3,3.7,1.85
2225,E0,1.25,6.5,14.0,1.36,4.75,9.0
2226,E0,5.5,3.9,1.7,5.75,3.8,1.7
2227,E0,5.0,4.0,1.75,4.6,4.0,1.8
2228,E0,1.75,3.8,5.25,1.75,3.8,5.2
2229,E0,2.25,3.4,3.5,2.3,3.2,3.6
2230,E0,3.4,3.4,2.3,3.4,3.4,2.3
2231,E0,2.38,3.5,3.1,2.4,3.5,3.1
2232,E0,2.25,3.5,3.4,2.3,3.5,3.25
2233,E0,2.3,3.5,3.3,2.38,3.5,3.12
2234,E0,2.15,3.6,3.6,2.2,3.6,3.4
2235,E0,3.25,3.6,2.3,3.25,3.6,2.3
2236,E0,1.25,6.75,13.0,1.25,6.5,13.0
2237,E0,1.5,4.5,7.5,1.5,4.4,7.0
2238,E0,1.29,6.0,12.0,1.29,6.25,11.5
2239,E0,2.88,3.6,2.5,2.9,3.6,2.5
2240,E0,1.85,3.75,4.6,1.9,3.75,4.3
2241,E0,2.25,3.3,3.6,2.3,3.25,3.5
2242,E0,3.8,3.6,2.05,3.6,3.7,2.1
2243,E0,2.25,3.6,3.3,2.3,3.3,3.5
2244,E0,1.36,5.5,9.0,1.36,5.5,9.0
2245,E0,2.55,3.5,2.88,2.62,3.5,2.8
2246,E0,2.3,3.4,3.4,2.3,3.4,3.4
2247,E0,1.73,3.9,5.25,1.73,3.9,5.2
2248,E0,2.55,3.3,3.0,2.6,3.3,3.0
2249,E0,8.0,4.75,1.44,8.0,4.8,1.44
2250,E0,5.25,3.8,1.75,4.8,3.8,1.75
2251,E0,1.44,4.75,8.0,1.5,4.6,7.5
2252,E0,2.45,3.5,3.0,2.45,3.5,3.0
2253,E0,2.38,3.4,3.25,2.4,3.5,3.1
2254,E0,1.95,3.6,4.2,1.95,3.6,4.33
2255,E0,2.2,3.5,3.5,2.25,3.6,3.3
2256,E0,2.1,3.3,4.0,2.15,3.25,4.0
2257,E0,1.4,5.0,9.0,1.4,4.75,9.5
2258,E0,1.83,3.75,4.75,1.85,3.5,5.0
2259,E0,1.95,3.75,4.0,2.0,3.75,3.8
2260,E0,4.5,3.8,1.85,4.4,3.8,1.85
2261,E0,1.5,4.5,7.5,1.53,4.4,7.0
2262,E0,3.9,3.6,2.05,3.7,3.6,2.1
2263,E0,1.3,5.75,12.0,1.33,5.75,10.0
2264,E0,2.2,3.4,3.6,2.25,3.5,3.4
2265,E0,3.4,3.4,2.3,3.4,3.25,2.38
2266,E0,4.5,3.6,1.91,4.5,3.6,1.9
2267,E0,2.8,3.2,2.8,2.8,3.25,2.75
2268,E0,1.4,5.5,8.0,1.4,5.25,8.0
2269,E0,6.0,4.33,1.6,5.5,4.4,1.6
2270,E0,1.7,4.0,5.5,1.73,4.0,5.0
2271,E0,1.25,7.0,12.0,1.25,7.0,12.0
2272,E0,1.33,5.5,11.0,1.33,5.5,10.0
2273,E0,6.0,4.6,1.55,6.0,4.6,1.55
2274,E0,1.75,3.8,5.25,1.8,3.6,5.0
2275,E0,1.8,3.8,4.75,1.83,3.8,4.6
2276,E0,1.29,6.0,12.0,1.3,6.0,11.5
2277,E0,4.5,3.9,1.83,4.2,3.9,1.85
2278,E0,1.67,4.0,5.75,1.7,4.0,5.0
2279,E0,2.15,3.6,3.6,2.15,3.6,3.5
2280,E0,1.44,4.75,8.0,1.44,4.8,7.5
2281,E0,1.4,5.0,9.5,1.4,5.0,9.5
2282,E0,3.2,3.4,2.4,3.12,3.4,2.4
2283,E0,2.3,3.4,3.4,2.3,3.4,3.3
2284,E0,4.2,3.5,2.0,3.8,3.6,2.05
2285,E0,2.4,3.4,3.2,2.4,3.4,3.12
2286,E0,2.0,3.6,4.0,2.0,3.6,4.0
2287,E0,1.2,7.0,21.0,1.22,6.5,15.0
2288,E0,4.75,3.75,1.83,4.5,3.75,1.85
2289,E0,1.33,5.5,11.0,1.33,5.5,10.5
2290,E0,1.29,5.5,10.0,1.29,5.75,12.0
2291,E0,4.0,3.75,1.95,3.9,3.8,1.95
2292,E0,1.57,4.33,6.5,1.6,4.2,6.0
2293,E0,3.8,3.5,2.1,3.5,3.5,2.15
2294,E0,2.45,3.4,3.1,2.5,3.25,3.1
2295,E0,2.3,3.4,3.4,2.3,3.4,3.3
2296,E0,1.73,3.8,5.5,1.75,3.6,5.0
2297,E0,1.83,3.6,5.0,1.85,3.5,4.8
2298,E0,8.5,4.75,1.44,7.5,4.75,1.45
2299,E0,1.62,4.0,6.5,1.65,4.0,5.75
2300,E0,2.45,3.4,3.1,2.5,3.5,2.9
2301,E0,3.25,3.4,2.38,3.25,3.4,2.38
2302,E0,2.6,3.3,3.0,2.6,3.25,3.0
2303,E0,1.17,8.5,19.0,1.18,8.0,19.0
2304,E0,2.15,3.4,3.75,2.15,3.5,3.6
