,Div,B365H,B365D,B365A,VCH,VCD,VCA
2896,E0,3.25,3.5,2.3,3.25,3.5,2.3
2897,E0,2.6,3.25,3.0,2.62,3.2,3.0
2898,E0,2.3,3.4,3.4,2.3,3.3,3.5
2899,E0,4.2,3.6,1.95,3.7,3.7,2.0
2900,E0,1.29,6.0,12.0,1.29,5.75,12.0
2901,E0,2.38,3.1,3.5,2.3,3.1,3.75
2902,E0,1.91,3.8,4.2,1.93,3.8,4.1
2903,E0,1.91,3.6,4.5,1.93,3.5,4.6
2904,E0,1.33,5.5,11.0,1.33,5.5,10.5
2905,E0,2.38,3.3,3.3,2.4,3.2,3.4
2906,E0,1.29,6.0,12.0,1.29,5.75,13.0
2907,E0,1.73,3.9,5.25,1.7,3.9,5.5
2908,E0,5.75,3.8,1.7,5.5,3.8,1.73
2909,E0,2.55,3.25,3.1,2.5,3.2,3.2
2910,E0,2.7,3.2,2.9,2.62,3.2,3.0
2911,E0,1.2,7.5,17.0,1.2,7.0,19.0
2912,E0,4.75,3.75,1.83,4.8,3.7,1.83
2913,E0,2.05,3.3,4.2,2.05,3.3,4.2
2914,E0,1.3,6.0,11.0,1.29,6.0,12.0
2915,E0,2.7,3.2,2.9,2.75,3.0,3.0
2916,E0,4.2,3.5,2.0,4.1,3.6,2.0
2917,E0,1.83,3.6,5.0,1.83,3.7,4.8
2918,E0,2.63,3.3,2.9,2.55,3.3,3.0
2919,E0,1.8,3.8,4.75,1.8,3.9,4.75
2920,E0,2.63,3.3,2.9,2.62,3.3,2.9
2921,E0,1.36,5.25,10.0,1.36,5.25,10.0
2922,E0,1.95,3.5,4.5,1.95,3.5,4.4
2923,E0,1.91,3.5,4.75,1.95,3.4,4.6
2924,E0,3.4,3.2,2.38,3.3,3.25,2.4
2925,E0,2.15,3.4,3.75,2.15,3.4,3.8
2926,E0,1.57,4.5,6.0,1.57,4.3,6.5
2927,E0,3.1,3.6,2.38,3.1,3.5,2.4
2928,E0,2.88,3.1,2.88,2.9,3.0,2.88
2929,E0,2.15,3.3,3.9,2.2,3.2,3.9
2930,E0,1.7,3.8,5.75,1.7,3.7,6.0
2931,E0,1.36,5.25,10.0,1.36,5.25,9.5
2932,E0,1.25,7.0,13.0,1.25,6.5,13.0
2933,E0,4.2,3.5,2.0,4.2,3.5,2.0
2934,E0,7.0,4.33,1.53,6.5,4.4,1.55
2935,E0,2.5,3.3,3.1,2.55,3.2,3.12
2936,E0,1.75,3.8,5.25,1.75,3.8,5.2
2937,E0,6.25,4.0,1.62,6.0,4.0,1.65
2938,E0,4.75,3.9,1.8,4.8,3.9,1.8
2939,E0,1.4,5.0,9.0,1.36,5.25,9.5
2940,E0,7.5,5.0,1.44,8.0,4.8,1.45
2941,E0,1.83,3.75,4.75,1.83,3.6,5.0
2942,E0,2.2,3.3,3.75,2.25,3.2,3.75
2943,E0,2.38,3.25,3.4,2.38,3.1,3.6
2944,E0,2.38,3.25,3.4,2.4,3.1,3.5
2945,E0,1.62,4.0,6.5,1.62,3.9,6.5
2946,E0,1.83,3.75,4.75,1.85,3.6,4.8
2947,E0,1.91,3.75,4.33,1.92,3.75,4.2
2948,E0,4.0,3.6,2.0,4.1,3.4,2.05
2949,E0,2.5,3.25,2.8,2.55,3.2,3.12
2950,E0,1.3,5.5,8.5,1.3,5.75,12.0
2951,E0,6.0,3.8,1.57,6.0,4.33,1.6
2952,E0,1.4,4.5,7.5,1.45,4.5,8.5
2953,E0,2.1,3.3,3.5,2.2,3.25,3.8
2954,E0,1.53,4.0,6.0,1.57,4.33,6.25
2955,E0,1.8,3.5,4.5,1.83,3.6,5.0
2956,E0,7.0,4.33,1.44,9.0,4.4,1.45
2957,E0,2.05,3.4,3.6,2.1,3.5,3.8
2958,E0,3.3,3.4,2.15,3.6,3.4,2.2
2959,E0,1.83,3.75,4.2,1.87,3.8,4.4
2960,E0,1.29,5.5,11.0,1.25,6.0,15.0
2961,E0,2.63,3.2,2.8,2.75,3.2,2.88
2962,E0,2.38,3.3,3.1,2.38,3.5,3.13
2963,E0,1.3,5.5,10.0,1.3,5.5,13.0
2964,E0,1.91,3.5,4.2,1.93,3.4,4.75
2965,E0,1.8,3.5,4.5,1.8,3.6,5.2
2966,E0,3.5,3.4,2.1,3.4,3.6,2.2
2967,E0,2.5,3.1,3.1,2.6,3.2,3.1
2968,E0,5.0,4.0,1.67,5.5,4.0,1.7
2969,E0,2.15,3.4,3.8,2.15,3.4,3.8
2970,E0,6.5,4.33,1.57,6.25,4.33,1.57
2971,E0,1.53,4.2,7.5,1.55,4.1,7.0
2972,E0,2.9,3.2,2.7,2.9,3.2,2.75
2973,E0,2.5,3.3,3.1,2.5,3.3,3.1
2974,E0,1.62,4.2,6.0,1.62,4.2,6.0
2975,E0,2.3,3.4,3.4,2.3,3.4,3.4
2976,E0,2.3,3.4,3.4,2.3,3.4,3.4
2977,E0,2.63,3.4,2.88,2.7,3.4,2.75
2978,E0,9.0,5.0,1.4,9.5,5.0,1.4
2979,E0,1.4,5.0,9.0,1.4,5.0,9.5
2980,E0,2.0,3.4,4.33,2.0,3.4,4.3
2981,E0,1.95,3.5,4.5,1.95,3.3,4.4
2982,E0,1.73,3.8,5.5,1.73,3.8,5.5
2983,E0,2.15,3.4,3.75,2.15,3.5,3.6
2984,E0,3.5,3.25,2.3,3.5,3.13,2.38
2985,E0,1.25,6.5,11.0,1.29,6.0,12.0
2986,E0,3.3,3.5,2.3,3.13,3.5,2.4
2987,E0,2.63,3.3,2.9,2.55,3.4,3.0
2988,E0,2.05,3.3,4.2,2.05,3.3,4.2
2989,E0,1.29,6.0,12.0,1.29,6.0,12.0
2990,E0,2.45,3.25,3.25,2.45,3.25,3.25
2991,E0,2.38,3.4,3.25,2.4,3.4,3.13
2992,E0,2.1,3.5,3.8,2.1,3.4,3.9
2993,E0,1.91,3.5,4.75,1.95,3.3,4.75
2994,E0,4.0,3.6,2.0,4.1,3.6,2.0
2995,E0,2.4,3.3,3.3,2.4,3.25,3.3
2996,E0,3.75,3.4,2.15,3.6,3.4,2.2
2997,E0,4.33,3.4,2.0,4.1,3.4,2.05
2998,E0,5.75,3.8,1.7,5.5,3.9,1.7
2999,E0,2.75,3.3,2.8,2.8,3.25,2.8
3000,E0,1.91,3.7,4.33,1.93,3.7,4.3
3001,E0,1.36,5.25,10.0,1.4,5.0,9.0
3002,E0,1.36,5.25,10.0,1.36,5.2,10.0
3003,E0,4.2,3.4,2.05,4.2,3.3,2.05
3004,E0,2.3,3.4,3.4,2.38,3.13,3.5
3005,E0,2.25,3.5,3.4,2.25,3.4,3.5
3006,E0,1.36,5.25,10.0,1.36,5.0,10.5
3007,E0,3.75,3.75,2.05,3.5,3.8,2.1
3008,E0,5.5,4.0,1.7,5.5,3.8,1.73
3009,E0,1.91,3.7,4.33,1.95,3.5,4.33
3010,E0,4.5,3.6,1.91,4.75,3.6,1.87
3011,E0,1.8,3.75,5.0,1.8,3.6,5.2
3012,E0,1.95,3.5,4.5,1.9,3.5,4.75
3013,E0,2.6,3.4,2.9,2.6,3.4,2.9
3014,E0,2.55,3.3,3.0,2.6,3.2,3.1
3015,E0,2.9,3.4,2.6,2.9,3.4,2.6
3016,E0,2.1,3.5,3.8,2.1,3.4,3.9
3017,E0,1.22,7.5,13.0,1.22,7.5,15.0
3018,E0,1.3,6.0,11.0,1.33,5.5,11.0
3019,E0,2.7,3.3,2.88,2.63,3.25,3.0
3020,E0,1.45,4.75,8.0,1.45,4.75,7.5
3021,E0,3.1,3.5,2.4,3.0,3.5,2.45
3022,E0,1.75,3.8,5.25,1.8,3.6,5.25
3023,E0,2.8,3.3,2.75,2.8,3.3,2.75
3024,E0,1.8,3.8,4.75,1.75,4.0,4.75
3025,E0,2.9,3.4,2.6,3.0,3.4,2.5
3026,E0,2.45,3.5,3.0,2.45,3.5,3.0
3027,E0,4.75,4.2,1.75,5.0,4.1,1.73
3028,E0,4.1,3.5,2.0,4.2,3.5,2.0
3029,E0,1.3,6.0,11.0,1.29,6.0,13.0
3030,E0,1.4,5.25,8.5,1.4,5.0,9.0
3031,E0,2.1,3.6,3.75,2.1,3.6,3.7
3032,E0,1.36,5.25,9.5,1.36,5.25,10.5
3033,E0,2.25,3.6,3.3,2.25,3.6,3.25
3034,E0,2.4,3.6,3.0,2.3,3.7,3.13
3035,E0,3.2,3.75,2.25,3.2,3.6,2.25
3036,E0,1.6,4.33,6.0,1.57,4.5,6.0
3037,E0,1.57,4.5,6.0,1.57,4.6,5.75
3038,E0,1.83,4.0,4.33,1.8,4.0,4.6
3039,E0,3.5,3.6,2.15,3.5,3.6,2.15
3040,E0,2.0,3.6,4.0,2.0,3.5,4.2
3041,E0,1.36,5.0,11.0,1.4,5.0,9.5
3042,E0,1.7,3.9,5.5,1.73,3.9,5.4
3043,E0,1.95,3.5,4.33,2.0,3.4,4.33
3044,E0,1.65,4.0,6.0,1.67,4.0,5.75
3045,E0,2.55,3.3,3.0,2.6,3.25,3.0
3046,E0,1.29,6.0,12.0,1.3,5.75,12.0
3047,E0,2.88,3.3,2.7,2.88,3.25,2.7
3048,E0,3.4,3.4,2.3,3.4,3.4,2.3
3049,E0,5.75,4.0,1.67,5.5,4.0,1.7
3050,E0,5.5,3.8,1.73,5.5,3.8,1.75
3051,E0,1.95,3.6,4.33,2.0,3.5,4.33
3052,E0,2.5,3.3,3.1,2.55,3.2,3.13
3053,E0,1.95,3.6,4.33,1.95,3.6,4.33
3054,E0,1.8,3.75,5.0,1.8,3.7,5.0
3055,E0,2.3,3.4,3.4,2.3,3.3,3.5
3056,E0,2.25,3.5,3.4,2.25,3.5,3.4
3057,E0,5.25,3.9,1.73,5.2,3.8,1.75
3058,E0,2.1,3.5,3.75,2.1,3.5,3.9
3059,E0,1.45,4.75,8.0,1.45,4.75,8.5
3060,E0,1.85,3.6,4.75,1.85,3.6,4.8
3061,E0,2.63,3.6,2.75,2.7,3.5,2.7
3062,E0,1.36,5.25,10.0,1.36,5.0,10.5
3063,E0,2.3,3.3,3.5,2.38,3.3,3.4
3064,E0,4.0,3.4,2.1,4.0,3.3,2.1
3065,E0,2.38,3.4,3.2,2.38,3.4,3.2
3066,E0,5.0,4.0,1.73,5.0,4.0,1.75
3067,E0,2.8,3.3,2.75,2.8,3.3,2.75
3068,E0,6.5,4.0,1.62,6.25,3.9,1.65
3069,E0,1.75,4.0,5.0,1.73,4.0,5.2
3070,E0,1.91,3.5,4.75,1.95,3.4,4.6
3071,E0,2.2,3.6,3.4,2.15,3.5,3.6
3072,E0,1.36,5.0,11.0,1.36,5.0,10.5
3073,E0,1.36,5.5,9.0,1.36,5.4,9.5
3074,E0,1.2,8.0,15.0,1.2,8.0,15.0
3075,E0,6.0,4.2,1.62,6.25,4.2,1.6
3076,E0,1.95,3.4,4.5,1.93,3.5,4.6
3077,E0,2.0,3.5,4.2,1.93,3.7,4.2
3078,E0,2.05,3.5,4.0,2.05,3.5,4.0
3079,E0,3.6,3.3,2.25,3.6,3.4,2.2
3080,E0,1.29,6.0,12.0,1.3,5.75,12.0
3081,E0,5.5,4.2,1.67,5.5,4.2,1.65
3082,E0,4.0,3.6,2.0,4.1,3.6,2.0
3083,E0,2.0,3.4,4.33,1.95,3.5,4.33
3084,E0,2.4,3.4,3.2,2.4,3.4,3.2
3085,E0,2.75,3.4,2.75,2.7,3.3,2.88
3086,E0,3.2,3.2,2.5,3.3,3.2,2.45
3087,E0,1.91,3.75,4.33,1.87,3.7,4.6
3088,E0,4.33,3.6,1.95,4.4,3.6,1.93
3089,E0,2.25,3.5,3.4,2.25,3.5,3.4
3090,E0,2.3,3.25,3.5,2.3,3.2,3.6
3091,E0,1.7,4.0,5.5,1.7,3.9,5.5
3092,E0,2.45,3.5,3.0,2.4,3.5,3.1
3093,E0,1.29,6.5,11.0,1.25,6.5,13.0
3094,E0,2.5,3.3,3.1,2.5,3.3,3.13
3095,E0,2.5,3.4,3.0,2.45,3.4,3.13
3096,E0,2.3,3.4,3.4,2.25,3.4,3.4
3097,E0,1.67,4.0,5.75,1.67,4.0,5.75
3098,E0,3.1,3.3,2.5,3.2,3.2,2.5
3099,E0,2.0,3.6,4.0,2.0,3.6,4.0
3100,E0,4.5,4.0,1.8,4.4,3.9,1.85
3101,E0,1.53,4.33,7.0,1.55,4.1,7.5
3102,E0,1.2,7.5,16.0,1.22,7.0,15.0
3103,E0,6.0,4.2,1.62,6.0,4.0,1.65
3104,E0,2.05,3.4,4.2,2.1,3.3,4.1
3105,E0,2.55,3.3,3.0,2.55,3.3,3.0
3106,E0,4.2,3.8,1.91,4.0,3.8,1.95
3107,E0,2.25,3.5,3.4,2.25,3.5,3.4
3108,E0,2.5,3.3,3.1,2.7,3.13,3.0
3109,E0,3.1,3.3,2.5,3.1,3.3,2.5
3110,E0,2.5,3.3,3.1,2.5,3.3,3.13
3111,E0,2.1,3.5,3.8,2.1,3.5,3.8
3112,E0,1.83,3.7,4.8,1.83,3.75,4.75
3113,E0,1.83,3.6,5.0,1.85,3.5,5.0
3114,E0,1.25,7.0,13.0,1.22,7.0,15.0
3115,E0,2.3,3.5,3.3,2.3,3.6,3.2
3116,E0,3.2,3.4,2.4,3.13,3.5,2.4
3117,E0,2.0,3.8,3.8,2.05,3.7,3.8
3118,E0,2.7,3.4,2.8,2.7,3.4,2.8
3119,E0,2.75,3.25,2.8,2.7,3.4,2.8
3120,E0,1.33,5.75,10.0,1.33,5.5,10.5
3121,E0,2.0,3.6,4.0,2.05,3.5,4.0
3122,E0,3.25,3.4,2.38,3.2,3.3,2.45
3123,E0,1.33,5.75,10.0,1.33,5.5,10.5
3124,E0,1.75,4.0,5.0,1.75,3.9,5.0
3125,E0,2.5,3.5,3.0,2.45,3.5,3.0
3126,E0,6.0,4.2,1.62,6.25,4.2,1.6
3127,E0,2.05,3.4,4.2,2.05,3.3,4.2
3128,E0,2.6,3.4,2.88,2.6,3.4,2.88
3129,E0,2.05,3.4,4.2,2.05,3.4,4.1
3130,E0,1.44,4.75,8.0,1.44,4.8,8.0
3131,E0,3.0,3.3,2.6,3.0,3.25,2.63
3132,E0,2.2,3.6,3.4,2.2,3.6,3.4
3133,E0,2.0,3.5,4.2,1.98,3.5,4.33
3134,E0,2.1,3.3,4.0,2.1,3.3,4.1
3135,E0,4.0,3.8,1.95,3.9,3.7,2.0
3136,E0,3.4,3.5,2.25,3.5,3.4,2.25
3137,E0,2.05,3.6,3.8,2.1,3.5,3.8
3138,E0,2.6,3.5,2.8,2.63,3.5,2.8
3139,E0,2.6,3.4,2.9,2.63,3.3,2.9
3140,E0,2.1,3.5,3.75,2.1,3.4,3.9
3141,E0,3.8,3.5,2.1,4.0,3.4,2.1
3142,E0,1.29,6.0,12.0,1.29,6.25,11.5
3143,E0,2.4,3.4,3.2,2.38,3.4,3.25
3144,E0,5.0,4.0,1.75,5.0,4.0,1.73
3145,E0,2.6,3.4,2.9,2.55,3.3,3.0
3146,E0,2.9,3.4,2.6,2.9,3.3,2.63
3147,E0,1.5,4.5,7.5,1.5,4.6,7.5
3148,E0,1.55,4.33,6.5,1.53,4.33,7.0
3149,E0,1.44,4.75,8.0,1.4,4.8,9.0
3150,E0,2.25,3.5,3.4,2.2,3.6,3.5
3151,E0,1.85,3.8,4.5,1.85,3.8,4.5
3152,E0,1.33,5.25,12.0,1.33,5.25,11.5
3153,E0,2.45,3.4,3.1,2.5,3.4,3.0
3154,E0,3.8,3.6,2.05,3.9,3.5,2.1
3155,E0,4.75,3.8,1.8,5.0,3.7,1.8
3156,E0,2.6,3.5,2.8,2.55,3.5,2.88
3157,E0,1.73,4.0,5.0,1.73,4.1,5.0
3158,E0,7.5,5.0,1.44,8.0,4.8,1.44
3159,E0,1.67,3.8,6.0,1.67,4.0,5.75
3160,E0,1.4,5.0,9.0,1.44,4.8,8.5
3161,E0,1.57,4.2,6.5,1.55,4.2,7.0
3162,E0,1.7,4.0,5.5,1.65,4.1,5.75
3163,E0,2.88,3.6,2.5,2.8,3.6,2.55
3164,E0,1.57,4.0,7.0,1.62,4.0,6.5
3165,E0,1.91,3.6,4.5,1.9,3.6,4.6
3166,E0,4.33,3.4,2.0,4.33,3.25,2.05
3167,E0,7.0,4.33,1.53,7.0,4.33,1.53
3168,E0,1.57,4.2,6.5,1.55,4.4,6.5
3169,E0,1.57,4.0,7.0,1.55,4.2,7.0
3170,E0,2.75,3.3,2.8,2.8,3.13,2.88
3171,E0,2.9,3.6,2.5,3.0,3.6,2.4
3172,E0,1.7,3.9,5.5,1.7,4.0,5.5
3173,E0,3.1,3.5,2.4,3.3,3.4,2.38
3174,E0,1.6,4.33,6.0,1.57,4.4,6.25
3175,E0,3.2,3.3,2.45,3.2,3.3,2.45
3176,E0,1.44,4.75,8.0,1.45,4.75,8.0
3177,E0,6.0,4.2,1.62,5.75,4.33,1.62
3178,E0,2.6,3.4,2.9,2.55,3.5,2.88
3179,E0,2.05,3.5,4.0,2.1,3.4,4.0
3180,E0,1.29,6.0,13.0,1.29,5.75,13.0
3181,E0,1.36,5.25,9.5,1.36,5.25,10.0
3182,E0,1.44,4.5,9.0,1.44,4.5,9.0
3183,E0,1.5,4.5,7.5,1.53,4.2,7.5
3184,E0,5.25,4.0,1.7,5.4,4.0,1.7
3185,E0,2.7,3.4,2.75,2.7,3.5,2.75
3186,E0,2.15,3.5,3.6,2.15,3.5,3.7
3187,E0,4.75,3.6,1.85,4.8,3.4,1.9
3188,E0,5.75,4.33,1.62,6.0,4.2,1.62
3189,E0,2.1,3.6,3.75,2.05,3.6,3.8
3190,E0,3.4,3.4,2.3,3.5,3.3,2.3
3191,E0,2.6,3.3,3.0,2.55,3.3,3.0
3192,E0,1.3,6.0,11.0,1.3,6.0,11.5
3193,E0,2.9,3.5,2.55,2.9,3.5,2.55
3194,E0,2.9,3.3,2.63,2.88,3.3,2.7
3195,E0,2.63,3.3,2.9,2.6,3.25,3.0
3196,E0,6.5,4.2,1.57,7.0,4.2,1.55
3197,E0,1.4,4.75,10.0,1.44,4.6,9.5
3198,E0,1.36,5.5,9.0,1.36,5.4,9.5
3199,E0,3.2,3.5,2.35,3.13,3.5,2.4
3200,E0,1.33,5.25,12.0,1.3,5.75,12.0
3201,E0,2.1,3.75,3.6,2.1,3.7,3.6
3202,E0,1.45,4.5,8.5,1.45,4.6,8.5
3203,E0,2.05,3.5,4.0,2.0,3.5,4.1
3204,E0,2.7,3.4,2.8,2.63,3.4,2.88
3205,E0,2.5,3.2,3.2,2.5,3.25,3.2
3206,E0,2.55,3.3,3.0,2.55,3.25,3.1
3207,E0,2.1,3.4,3.9,2.15,3.3,3.9
3208,E0,4.2,3.6,1.95,4.33,3.4,2.0
3209,E0,2.45,3.5,3.0,2.38,3.7,3.0
3210,E0,2.63,3.25,2.75,2.7,3.2,2.9
3211,E0,2.4,3.3,3.0,2.45,3.4,3.1
3212,E0,1.44,4.5,7.5,1.5,4.5,7.5
3213,E0,1.91,3.8,3.8,1.95,3.8,4.0
3214,E0,1.2,7.0,13.0,1.22,7.0,15.0
3215,E0,3.2,3.5,2.2,3.3,3.5,2.3
3216,E0,3.6,3.5,2.05,3.6,3.5,2.15
3217,E0,3.25,3.2,2.3,3.4,3.2,2.4
3218,E0,1.91,3.4,4.5,2.0,3.3,4.5
3219,E0,1.4,4.75,8.0,1.44,4.8,8.5
3220,E0,1.44,4.75,8.0,1.44,4.8,8.0
3221,E0,2.1,3.4,4.0,2.1,3.3,4.0
3222,E0,1.95,3.6,4.2,1.95,3.6,4.33
3223,E0,2.6,3.3,3.0,2.6,3.25,3.0
3224,E0,2.05,3.6,3.8,2.05,3.5,4.0
3225,E0,3.75,3.5,2.1,3.9,3.4,2.1
3226,E0,2.2,3.25,3.75,2.2,3.3,3.8
3227,E0,3.6,3.4,2.2,3.6,3.3,2.25
3228,E0,4.33,4.0,1.85,4.4,4.1,1.8
3229,E0,5.5,3.9,1.7,5.5,3.75,1.73
3230,E0,1.29,6.5,11.0,1.29,6.0,12.0
3231,E0,1.91,3.75,4.33,1.93,3.75,4.2
3232,E0,1.55,4.2,7.0,1.55,4.1,7.5
3233,E0,3.2,3.4,2.4,3.25,3.4,2.38
3234,E0,2.5,3.25,3.2,2.5,3.2,3.2
3235,E0,5.0,4.0,1.75,5.2,4.1,1.7
3236,E0,2.8,3.2,2.8,2.8,3.1,2.88
3237,E0,4.0,3.5,2.05,4.1,3.4,2.05
3238,E0,3.8,3.5,2.1,3.8,3.5,2.1
3239,E0,2.8,3.5,2.63,2.75,3.6,2.6
3240,E0,3.2,3.25,2.45,3.25,3.13,2.5
3241,E0,2.0,3.6,4.0,1.95,3.75,4.1
3242,E0,5.0,3.7,1.8,5.0,3.7,1.8
3243,E0,1.44,4.5,9.0,1.44,4.5,9.0
3244,E0,2.88,3.4,2.6,2.88,3.5,2.55
3245,E0,1.53,4.75,6.0,1.53,4.6,6.25
3246,E0,1.95,3.5,4.33,2.0,3.5,4.2
3247,E0,2.05,3.3,4.2,2.0,3.4,4.2
3248,E0,1.8,3.6,5.25,1.8,3.6,5.2
3249,E0,1.75,3.8,5.25,1.75,3.9,5.0
3250,E0,3.6,3.4,2.2,3.7,3.3,2.2
3251,E0,1.91,3.6,4.5,1.87,3.6,4.75
3252,E0,1.83,3.75,4.75,1.8,3.9,4.75
3253,E0,1.4,5.25,8.5,1.33,5.25,10.0
3254,E0,2.5,3.4,3.0,2.55,3.4,3.0
3255,E0,1.73,3.75,5.5,1.73,3.6,6.0
3256,E0,1.36,5.25,9.5,1.36,5.4,10.0
3257,E0,2.3,3.25,3.5,2.38,3.3,3.2
3258,E0,4.33,3.6,1.95,4.3,3.6,1.95
3259,E0,2.38,3.25,3.4,2.4,3.2,3.4
3260,E0,3.6,3.5,2.15,3.6,3.4,2.2
3261,E0,2.1,3.5,3.8,2.1,3.4,4.0
3262,E0,1.91,3.5,4.75,1.9,3.4,4.8
3263,E0,4.33,3.5,1.95,4.2,3.5,2.0
3264,E0,3.0,3.4,2.5,3.0,3.3,2.55
3265,E0,2.05,3.5,4.0,2.1,3.5,3.8
3266,E0,2.1,3.3,4.0,2.2,3.1,4.0
3267,E0,5.0,4.0,1.73,5.4,3.8,1.73
3268,E0,2.1,3.5,3.9,2.05,3.5,4.0
3269,E0,1.73,3.8,5.5,1.7,3.9,5.5
3270,E0,1.75,3.75,5.25,1.75,3.75,5.2
3271,E0,2.45,3.3,3.2,2.45,3.25,3.25
3272,E0,2.63,3.4,2.88,2.63,3.3,2.9
3273,E0,1.7,3.75,5.75,1.7,3.6,6.25
3274,E0,4.5,3.75,1.85,4.75,3.75,1.83
3275,E0,8.0,4.75,1.45,8.0,4.75,1.45
3276,E0,2.63,3.1,3.1,2.7,3.0,3.1
3277,E0,1.91,3.5,4.75,1.9,3.5,4.75
3278,E0,1.65,4.2,5.5,1.65,4.2,5.5
3279,E0,4.33,3.5,1.95,4.4,3.4,2.0
3280,E0,2.45,3.2,3.3,2.45,3.25,3.25
3281,E0,1.44,4.75,8.5,1.44,4.6,8.5
3282,E0,1.62,4.2,6.0,1.62,4.2,6.0
3283,E0,2.15,3.4,3.8,2.15,3.3,3.9
3284,E0,1.73,3.8,5.5,1.75,3.7,5.5
3285,E0,2.7,3.4,2.8,2.6,3.4,2.9
3286,E0,2.25,3.3,3.6,2.2,3.25,3.7
3287,E0,1.5,4.33,8.0,1.5,4.33,8.0
3288,E0,3.8,3.5,2.1,4.0,3.5,2.05
3289,E0,2.15,3.3,3.9,2.15,3.25,4.0
3290,E0,2.05,3.4,4.1,2.05,3.4,4.1
3291,E0,1.44,4.75,8.0,1.44,4.8,8.0
3292,E0,2.25,3.3,3.6,2.25,3.2,3.75
3293,E0,1.53,4.2,7.5,1.53,4.2,7.5
3294,E0,2.38,3.4,3.25,2.45,3.4,3.13
3295,E0,5.25,3.75,1.75,5.5,3.7,1.75
3296,E0,3.2,3.25,2.5,3.25,3.2,2.45
3297,E0,1.75,4.0,5.0,1.75,4.1,4.75
3298,E0,4.75,3.6,1.85,5.0,3.6,1.83
3299,E0,2.1,3.75,3.6,2.05,3.6,3.9
3300,E0,1.5,4.33,6.0,1.55,4.4,6.5
3301,E0,2.8,3.25,2.5,2.9,3.3,2.63
3302,E0,1.62,3.75,5.5,1.7,3.75,6.0
3303,E0,2.38,3.25,3.0,2.45,3.3,3.2
3304,E0,2.6,3.1,2.8,2.8,3.1,2.88
3305,E0,1.8,3.5,4.5,1.83,3.7,4.75
3306,E0,1.4,4.2,9.0,1.45,4.5,8.0
3307,E0,3.0,3.25,2.38,3.4,3.25,2.38
3308,E0,4.5,3.6,1.91,4.6,3.6,1.9
3309,E0,2.9,3.25,2.7,2.9,3.2,2.7
3310,E0,1.73,3.8,5.5,1.7,3.75,6.0
3311,E0,5.25,4.0,1.7,5.4,4.0,1.7
3312,E0,2.5,3.3,3.1,2.5,3.3,3.13
3313,E0,1.36,5.25,10.0,1.36,5.2,10.0
3314,E0,2.63,3.4,2.88,2.7,3.4,2.8
3315,E0,1.67,3.8,6.0,1.67,3.9,6.0
3316,E0,2.0,3.5,4.2,2.0,3.5,4.2
3317,E0,4.0,3.6,2.0,4.0,3.5,2.05
3318,E0,1.5,4.5,7.5,1.53,4.3,7.0
3319,E0,1.73,4.0,5.0,1.7,4.1,5.2
3320,E0,1.22,7.0,15.0,1.22,7.0,15.0
3321,E0,2.63,3.4,2.88,2.7,3.4,2.75
3322,E0,1.6,4.0,6.5,1.6,4.1,6.5
3323,E0,2.05,3.5,4.0,2.0,3.5,4.2
3324,E0,2.38,3.4,3.25,2.38,3.6,3.1
3325,E0,3.0,3.4,2.55,3.0,3.3,2.55
3326,E0,3.8,3.5,2.1,3.75,3.4,2.15
3327,E0,4.33,3.4,2.0,4.33,3.3,2.05
3328,E0,1.95,3.5,4.33,1.95,3.4,4.5
3329,E0,6.0,4.2,1.6,6.25,4.2,1.6
3330,E0,2.7,3.2,2.9,2.75,3.2,2.88
3331,E0,7.5,4.5,1.5,7.0,4.4,1.5
3332,E0,1.57,4.33,6.25,1.62,4.2,6.0
3333,E0,1.75,3.8,5.25,1.73,3.9,5.2
3334,E0,3.0,3.4,2.5,3.0,3.3,2.55
3335,E0,2.7,3.5,2.7,2.7,3.6,2.7
3336,E0,1.67,3.8,6.0,1.7,3.8,5.75
3337,E0,2.4,3.25,3.3,2.45,3.2,3.3
3338,E0,2.25,3.3,3.6,2.25,3.2,3.7
3339,E0,1.83,3.75,4.75,1.85,3.75,4.6
3340,E0,2.1,3.5,3.8,2.1,3.5,3.8
3341,E0,2.63,3.4,2.88,2.7,3.25,2.9
3342,E0,1.53,4.33,7.0,1.53,4.4,7.0
3343,E0,1.36,5.25,10.0,1.36,5.4,9.5
3344,E0,6.5,4.33,1.57,6.5,4.0,1.6
3345,E0,3.75,3.6,2.1,3.7,3.6,2.1
3346,E0,2.5,3.4,3.0,2.5,3.4,3.0
3347,E0,2.2,3.4,3.6,2.25,3.3,3.6
3348,E0,2.2,3.4,3.6,2.25,3.2,3.75
3349,E0,2.1,3.3,4.0,2.1,3.25,4.1
3350,E0,1.95,3.6,4.2,1.95,3.6,4.3
3351,E0,2.25,3.4,3.5,2.3,3.3,3.5
3352,E0,2.1,3.5,3.75,2.1,3.4,3.9
3353,E0,3.4,3.2,2.2,3.5,3.4,2.2
3354,E0,2.05,3.4,3.6,2.1,3.4,3.9
3355,E0,1.33,5.0,9.0,1.33,5.2,10.5
3356,E0,1.53,4.0,6.0,1.57,4.1,7.0
3357,E0,3.75,3.4,2.0,4.0,3.4,2.1
3358,E0,3.4,3.3,2.15,3.5,3.4,2.25
3359,E0,3.6,3.5,2.0,3.9,3.75,2.0
3360,E0,1.55,4.0,5.75,1.62,4.1,6.25
