,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,VCH,VCD,VCA
152,E0,2007-12-08,Man United,Derby,4,1,H,2,0,H,C Foy,23,10,12,6,12,12,9,3,0,2,0,0,1.11,8.5,26.0,1.1,7.5,23.0
153,E0,2007-12-08,Newcastle,Birmingham,2,1,H,1,1,D,R Styles,17,7,9,4,10,8,6,5,1,2,0,0,1.8,3.5,4.75,1.8,3.2,4.5
154,E0,2007-12-08,Reading,Liverpool,3,1,H,1,1,D,A Marriner,7,15,4,5,10,10,7,7,0,1,0,0,5.5,3.6,1.66,5.5,3.3,1.65
155,E0,2007-12-09,Blackburn,West Ham,0,1,A,0,0,D,A Wiley,15,11,7,5,15,17,9,5,1,1,0,0,1.83,3.5,4.5,1.75,3.4,4.5
156,E0,2007-12-09,Bolton,Wigan,4,1,H,2,1,H,M Atkinson,8,11,6,7,13,11,5,11,2,1,0,0,2.0,3.4,3.8,2.0,3.25,3.6
157,E0,2007-12-09,Middlesbrough,Arsenal,2,1,H,1,0,H,H Webb,13,7,7,4,15,13,5,4,2,2,0,0,7.0,3.8,1.53,7.5,3.5,1.5
158,E0,2007-12-09,Tottenham,Man City,2,1,H,1,0,H,M Halsey,12,7,8,3,7,13,2,6,2,3,0,1,2.0,3.3,3.75,2.0,3.25,3.6
159,E0,2007-12-15,Birmingham,Reading,1,1,D,1,0,H,L Probert,15,10,9,6,12,19,6,6,2,1,0,0,2.2,3.25,3.4,2.0,3.3,3.5
160,E0,2007-12-15,Derby,Middlesbrough,0,1,A,0,1,A,R Styles,13,7,9,5,6,7,5,3,0,0,0,0,3.1,3.25,2.37,3.0,3.25,2.25
161,E0,2007-12-15,Fulham,Newcastle,0,1,A,0,0,D,H Webb,10,6,5,4,17,10,7,6,0,1,0,0,2.5,3.25,2.87,2.35,3.2,2.9
162,E0,2007-12-15,Man City,Bolton,4,2,H,1,2,A,P Walton,15,9,11,3,12,12,6,4,1,1,0,0,1.83,3.25,5.0,1.8,3.25,4.5
163,E0,2007-12-15,Portsmouth,Tottenham,0,1,A,0,0,D,M Atkinson,9,12,5,5,22,13,4,4,3,2,0,0,2.2,3.25,3.4,2.1,3.2,3.4
164,E0,2007-12-15,Sunderland,Aston Villa,1,1,D,1,0,H,S Bennett,9,14,7,11,17,14,5,13,2,2,0,0,3.25,3.25,2.3,3.0,3.25,2.25
165,E0,2007-12-15,West Ham,Everton,0,2,A,0,1,A,S Tanner,11,12,3,8,16,14,9,2,1,2,0,0,2.5,3.25,2.87,2.4,3.2,2.8
166,E0,2007-12-15,Wigan,Blackburn,5,3,H,3,1,H,M Clattenburg,9,9,7,5,17,24,6,4,4,4,0,1,3.25,3.25,2.3,3.0,3.25,2.25
167,E0,2007-12-16,Arsenal,Chelsea,1,0,H,1,0,H,A Wiley,11,10,5,7,19,12,3,5,5,5,0,0,2.5,3.0,3.1,2.3,3.2,3.0
168,E0,2007-12-16,Liverpool,Man United,0,1,A,0,1,A,M Halsey,19,5,6,3,14,13,3,3,2,3,0,0,2.62,3.1,2.87,2.4,3.2,2.8
169,E0,2007-12-22,Arsenal,Tottenham,2,1,H,0,0,D,R Styles,9,10,5,5,10,10,5,1,1,3,0,0,1.5,4.0,7.5,1.5,3.75,6.5
170,E0,2007-12-22,Aston Villa,Man City,1,1,D,1,1,D,L Mason,9,6,6,2,15,15,7,4,2,4,0,0,2.1,3.3,3.6,2.0,3.2,3.6
171,E0,2007-12-22,Bolton,Birmingham,3,0,H,0,0,D,C Foy,10,4,6,1,14,18,7,2,3,2,0,0,1.9,3.3,4.33,1.9,3.2,4.0
172,E0,2007-12-22,Fulham,Wigan,1,1,D,0,0,D,A Wiley,9,10,3,4,15,16,8,4,0,0,0,0,2.1,3.3,3.6,2.0,3.2,3.6
173,E0,2007-12-22,Liverpool,Portsmouth,4,1,H,2,0,H,M Riley,14,9,7,3,13,11,3,1,1,2,0,0,1.5,4.0,7.0,1.45,4.0,7.0
174,E0,2007-12-22,Middlesbrough,West Ham,1,2,A,1,1,D,M Atkinson,7,8,2,4,15,12,7,4,2,3,0,0,2.3,3.3,3.2,2.1,3.2,3.4
175,E0,2007-12-22,Reading,Sunderland,2,1,H,0,0,D,S Tanner,17,8,9,4,9,17,7,2,0,4,0,0,1.9,3.3,4.33,1.9,3.2,4.0
176,E0,2007-12-23,Blackburn,Chelsea,0,1,A,0,1,A,S Bennett,16,10,7,8,15,14,7,11,1,2,0,0,4.2,3.4,1.9,4.35,3.2,1.85
177,E0,2007-12-23,Man United,Everton,2,1,H,1,1,D,H Webb,18,4,11,2,10,13,8,2,3,3,0,0,1.36,4.75,9.0,1.4,4.0,8.5
178,E0,2007-12-23,Newcastle,Derby,2,2,D,1,1,D,A Marriner,23,9,13,6,12,20,9,2,2,2,0,0,1.33,4.75,11.0,1.35,4.35,9.0
179,E0,2007-12-26,Birmingham,Middlesbrough,3,0,H,2,0,H,M Halsey,13,18,5,12,13,6,12,9,1,2,0,0,2.25,3.3,3.25,2.2,3.25,3.1
180,E0,2007-12-26,Chelsea,Aston Villa,4,4,D,1,2,A,P Dowd,14,9,8,4,7,11,3,7,3,2,2,1,1.4,4.33,9.0,1.4,4.0,9.0
181,E0,2007-12-26,Derby,Liverpool,1,2,A,0,1,A,A Wiley,9,22,4,10,9,9,2,7,1,0,0,0,13.0,5.0,1.28,10.0,4.35,1.33
182,E0,2007-12-26,Everton,Bolton,2,0,H,0,0,D,R Styles,18,9,10,7,8,18,7,4,0,3,0,0,1.7,3.5,5.5,1.6,3.5,5.5
183,E0,2007-12-26,Portsmouth,Arsenal,0,0,D,0,0,D,S Bennett,9,12,6,6,15,9,4,7,2,1,0,0,4.5,3.5,1.83,4.35,3.25,1.85
184,E0,2007-12-26,Sunderland,Man United,0,4,A,0,3,A,U Rennie,10,17,3,11,14,12,4,3,2,1,0,0,8.5,4.5,1.4,8.0,4.0,1.4
185,E0,2007-12-26,Tottenham,Fulham,5,1,H,2,0,H,A Marriner,12,9,8,4,10,17,3,5,1,4,0,1,1.44,4.2,8.0,1.45,3.6,8.5
186,E0,2007-12-26,West Ham,Reading,1,1,D,1,0,H,P Walton,18,13,11,10,8,6,10,6,2,2,0,1,1.9,3.3,4.33,1.8,3.25,4.5
187,E0,2007-12-26,Wigan,Newcastle,1,0,H,0,0,D,M Dean,8,7,6,6,13,22,3,2,1,4,0,0,2.7,3.3,2.6,2.6,3.2,2.6
188,E0,2007-12-27,Man City,Blackburn,2,2,D,2,1,H,H Webb,5,7,2,5,10,16,3,3,1,1,0,0,2.1,3.3,3.6,2.0,3.25,3.6
189,E0,2007-12-29,Birmingham,Fulham,1,1,D,0,1,A,M Clattenburg,15,10,6,7,13,14,8,6,0,3,0,1,1.9,3.4,4.2,1.9,3.25,4.0
190,E0,2007-12-29,Chelsea,Newcastle,2,1,H,1,0,H,M Riley,16,3,10,2,9,11,12,3,1,2,0,0,1.4,4.33,9.0,1.4,4.35,7.5
191,E0,2007-12-29,Everton,Arsenal,1,4,A,1,0,H,M Atkinson,10,10,3,7,14,13,10,2,0,5,1,1,3.5,3.4,2.1,3.3,3.25,2.1
192,E0,2007-12-29,Portsmouth,Middlesbrough,0,1,A,0,1,A,A Wiley,18,13,9,7,10,17,4,4,1,4,0,0,1.66,3.6,5.5,1.6,3.5,5.5
193,E0,2007-12-29,Sunderland,Bolton,3,1,H,2,1,H,P Dowd,5,5,5,3,12,16,2,6,1,2,0,0,2.5,3.25,2.87,2.4,3.2,2.8
194,E0,2007-12-29,Tottenham,Reading,6,4,H,1,1,D,K Stroud,14,11,12,8,9,12,3,6,0,3,0,0,1.5,4.0,7.0,1.45,3.75,7.5
195,E0,2007-12-29,West Ham,Man United,2,1,H,0,1,A,M Dean,11,7,5,3,10,12,6,3,2,0,0,0,7.0,4.0,1.5,7.0,3.6,1.5
196,E0,2007-12-29,Wigan,Aston Villa,1,2,A,1,0,H,H Webb,3,5,3,4,18,9,6,5,1,1,0,0,3.25,3.3,2.25,3.0,3.25,2.25
197,E0,2007-12-30,Derby,Blackburn,1,2,A,1,2,A,P Walton,13,23,7,18,14,13,9,7,1,3,0,0,4.0,3.5,1.9,4.0,3.4,1.84
198,E0,2007-12-30,Man City,Liverpool,0,0,D,0,0,D,U Rennie,4,19,3,11,4,7,2,9,0,1,0,0,3.6,3.3,2.1,3.6,3.25,2.0
199,E0,2008-01-01,Arsenal,West Ham,2,0,H,2,0,H,C Foy,21,15,13,7,5,7,5,7,0,3,0,0,1.33,5.0,10.0,1.3,5.0,9.0
200,E0,2008-01-01,Aston Villa,Tottenham,2,1,H,1,0,H,S Tanner,14,9,4,6,5,16,8,2,0,3,0,0,2.37,3.3,3.0,2.3,3.2,3.0
201,E0,2008-01-01,Fulham,Chelsea,1,2,A,1,0,H,M Halsey,5,11,2,5,7,8,4,8,1,0,0,0,7.0,4.0,1.5,7.0,4.0,1.45
202,E0,2008-01-01,Man United,Birmingham,1,0,H,1,0,H,P Walton,18,11,13,4,11,8,2,0,1,4,0,0,1.16,7.0,19.0,1.12,7.5,15.0
203,E0,2008-01-01,Middlesbrough,Everton,0,2,A,0,0,D,M Riley,7,5,4,3,18,11,5,6,0,1,0,0,3.0,3.25,2.4,2.8,3.2,2.4
204,E0,2008-01-01,Reading,Portsmouth,0,2,A,0,1,A,M Dean,9,18,5,13,10,6,5,4,3,1,1,0,2.87,3.3,2.5,2.8,3.2,2.4
205,E0,2008-01-02,Blackburn,Sunderland,1,0,H,0,0,D,R Styles,8,7,3,4,12,11,7,3,3,4,0,1,1.57,4.0,6.0,1.55,3.6,6.0
206,E0,2008-01-02,Bolton,Derby,1,0,H,0,0,D,H Webb,12,9,5,3,8,10,11,7,2,3,0,0,1.53,4.0,6.5,1.5,3.75,6.5
207,E0,2008-01-02,Liverpool,Wigan,1,1,D,0,0,D,S Bennett,15,6,11,1,13,16,4,1,2,1,0,0,1.2,5.5,12.0,1.2,5.5,15.0
208,E0,2008-01-02,Newcastle,Man City,0,2,A,0,1,A,M Atkinson,16,12,10,7,8,12,8,7,0,3,0,0,2.25,3.3,3.25,2.2,3.25,3.1
209,E0,2008-01-12,Arsenal,Birmingham,1,1,D,1,0,H,P Dowd,16,2,9,2,8,10,14,3,1,2,0,0,1.2,6.0,17.0,1.17,6.0,17.0
210,E0,2008-01-12,Aston Villa,Reading,3,1,H,1,0,H,U Rennie,14,6,8,3,15,11,13,7,0,2,0,0,1.61,3.75,6.0,1.6,3.4,6.0
211,E0,2008-01-12,Chelsea,Tottenham,2,0,H,1,0,H,A Wiley,8,6,6,2,17,11,4,7,2,4,0,0,1.75,3.5,5.0,1.65,3.3,5.5
212,E0,2008-01-12,Derby,Wigan,0,1,A,0,0,D,M Clattenburg,2,12,1,4,12,16,1,6,1,2,1,0,2.87,3.25,2.5,2.9,3.2,2.35
213,E0,2008-01-12,Everton,Man City,1,0,H,1,0,H,M Halsey,10,5,5,1,14,12,4,4,2,1,0,0,2.1,3.3,3.6,2.1,3.2,3.4
214,E0,2008-01-12,Man United,Newcastle,6,0,H,0,0,D,R Styles,30,7,21,5,7,7,16,1,1,1,0,1,1.25,5.5,13.0,1.22,5.5,12.0
215,E0,2008-01-12,Middlesbrough,Liverpool,1,1,D,1,0,H,A Marriner,8,14,3,7,4,11,3,9,1,1,0,0,5.0,3.6,1.72,5.5,3.4,1.65
216,E0,2008-01-12,West Ham,Fulham,2,1,H,1,1,D,M Riley,12,9,9,2,19,13,8,7,0,1,0,0,1.72,3.6,5.0,1.73,3.3,5.0
217,E0,2008-01-13,Bolton,Blackburn,1,2,A,1,0,H,M Dean,9,13,5,6,17,18,2,6,2,1,0,0,2.4,3.25,3.0,2.3,3.2,3.0
218,E0,2008-01-13,Sunderland,Portsmouth,2,0,H,2,0,H,C Foy,12,9,5,5,14,6,7,5,3,1,0,0,2.75,3.25,2.62,2.9,3.25,2.3
219,E0,2008-01-19,Birmingham,Chelsea,0,1,A,0,0,D,R Styles,15,12,7,9,9,5,6,10,1,1,0,0,5.5,3.6,1.66,6.0,3.3,1.6
220,E0,2008-01-19,Blackburn,Middlesbrough,1,1,D,0,1,A,K Stroud,14,10,5,5,7,26,6,3,1,3,0,0,1.72,3.6,5.0,1.7,3.3,5.0
221,E0,2008-01-19,Fulham,Arsenal,0,3,A,0,2,A,P Walton,5,11,0,4,13,10,4,3,0,1,0,0,7.0,3.8,1.53,7.0,4.0,1.45
222,E0,2008-01-19,Newcastle,Bolton,0,0,D,0,0,D,A Wiley,13,7,5,5,14,15,9,6,1,2,0,0,1.72,3.6,5.0,1.75,3.4,4.5
223,E0,2008-01-19,Portsmouth,Derby,3,1,H,2,1,H,M Dean,18,8,8,5,14,9,6,2,1,2,0,0,1.44,4.2,8.0,1.4,4.0,8.5
224,E0,2008-01-19,Reading,Man United,0,2,A,0,0,D,S Bennett,9,21,6,9,11,8,8,6,1,1,0,0,8.0,4.5,1.4,9.5,4.0,1.35
225,E0,2008-01-19,Tottenham,Sunderland,2,0,H,1,0,H,L Mason,17,14,13,8,13,13,6,7,2,2,0,0,1.44,4.2,8.0,1.45,3.75,8.0
226,E0,2008-01-20,Man City,West Ham,1,1,D,1,1,D,P Dowd,11,11,6,5,15,20,5,10,2,4,0,0,2.0,3.4,3.8,1.9,3.25,4.0
227,E0,2008-01-20,Wigan,Everton,1,2,A,0,2,A,L Probert,14,11,3,6,15,15,5,5,1,2,0,0,3.25,3.25,2.25,3.0,3.25,2.25
228,E0,2008-01-21,Liverpool,Aston Villa,2,2,D,1,0,H,M Clattenburg,17,4,7,3,11,15,8,2,2,2,0,0,1.61,3.75,6.0,1.55,3.5,6.0
229,E0,2008-01-26,Aston Villa,Blackburn,1,1,D,0,0,D,H Webb,5,9,3,4,14,15,2,7,0,2,0,0,1.9,3.4,4.2,1.9,3.2,4.0
230,E0,2008-01-29,Arsenal,Newcastle,3,0,H,1,0,H,M Riley,10,7,4,3,11,15,4,2,1,3,0,0,1.28,5.0,13.0,1.28,4.5,11.0
231,E0,2008-01-29,Bolton,Fulham,0,0,D,0,0,D,M Clattenburg,13,9,4,4,11,14,4,2,0,0,0,0,1.9,3.4,4.2,1.85,3.2,4.35
232,E0,2008-01-29,Middlesbrough,Wigan,1,0,H,1,0,H,R Styles,7,10,3,6,12,13,4,9,0,1,0,0,1.9,3.3,4.33,1.9,3.25,4.0
233,E0,2008-01-29,Sunderland,Birmingham,2,0,H,1,0,H,M Halsey,9,5,6,2,9,18,4,8,1,3,0,0,2.3,3.25,3.2,2.25,3.2,3.0
234,E0,2008-01-30,Chelsea,Reading,1,0,H,1,0,H,M Dean,16,7,10,2,13,9,10,9,0,0,0,0,1.22,6.0,15.0,1.25,5.0,11.0
235,E0,2008-01-30,Derby,Man City,1,1,D,0,0,D,S Bennett,12,10,6,5,11,11,6,5,1,1,0,0,5.0,3.6,1.72,5.5,3.3,1.65
236,E0,2008-01-30,Everton,Tottenham,0,0,D,0,0,D,A Marriner,11,5,6,4,14,12,7,2,1,1,0,0,2.37,3.25,3.1,2.2,3.25,3.1
237,E0,2008-01-30,Man United,Portsmouth,2,0,H,2,0,H,M Atkinson,25,3,14,3,9,11,5,3,0,1,0,0,1.25,5.5,13.0,1.25,5.5,9.5
238,E0,2008-01-30,West Ham,Liverpool,1,0,H,0,0,D,A Wiley,8,13,2,5,11,19,4,6,0,3,0,0,4.0,3.5,1.9,4.0,3.25,1.9
239,E0,2008-02-02,Birmingham,Derby,1,1,D,0,0,D,P Walton,11,6,7,3,7,11,5,5,1,5,0,0,1.61,3.5,6.5,1.6,3.5,5.5
240,E0,2008-02-02,Blackburn,Everton,0,0,D,0,0,D,A Wiley,13,10,3,4,18,15,4,8,4,2,0,0,2.37,3.2,3.1,2.3,3.2,2.9
241,E0,2008-02-02,Liverpool,Sunderland,3,0,H,0,0,D,R Styles,14,6,11,3,8,10,4,1,1,2,0,0,1.3,5.0,12.0,1.25,5.0,12.0
242,E0,2008-02-02,Man City,Arsenal,1,3,A,1,2,A,A Marriner,5,14,2,9,7,7,1,9,2,0,0,0,4.5,3.6,1.8,4.35,3.5,1.75
243,E0,2008-02-02,Portsmouth,Chelsea,1,1,D,0,0,D,H Webb,17,20,6,12,13,12,4,8,2,0,0,0,5.25,3.5,1.72,5.0,3.4,1.7
244,E0,2008-02-02,Reading,Bolton,0,2,A,0,1,A,P Dowd,9,8,6,4,14,16,13,3,3,1,0,0,2.15,3.25,3.5,2.0,3.3,3.5
245,E0,2008-02-02,Tottenham,Man United,1,1,D,1,0,H,M Clattenburg,10,16,8,10,18,10,8,9,3,7,0,0,4.5,3.5,1.83,4.0,3.4,1.85
246,E0,2008-02-02,Wigan,West Ham,1,0,H,1,0,H,M Atkinson,10,5,3,1,11,12,6,3,1,3,0,0,2.62,3.25,2.7,2.6,3.2,2.6
247,E0,2008-02-03,Fulham,Aston Villa,2,1,H,0,0,D,C Foy,11,11,8,6,9,13,3,10,1,2,0,0,3.25,3.25,2.25,3.1,3.2,2.2
248,E0,2008-02-03,Newcastle,Middlesbrough,1,1,D,0,0,D,M Dean,10,19,8,11,13,11,11,6,1,4,0,0,2.0,3.25,4.0,1.9,3.25,4.0
249,E0,2008-02-09,Aston Villa,Newcastle,4,1,H,0,1,A,L Mason,13,5,8,3,19,11,7,5,2,1,0,0,1.83,3.5,4.5,1.85,3.4,4.8
250,E0,2008-02-09,Bolton,Portsmouth,0,1,A,0,0,D,P Walton,19,7,10,4,12,14,5,2,1,1,0,0,2.5,3.25,2.87,2.5,3.3,2.9
251,E0,2008-02-09,Derby,Tottenham,0,3,A,0,0,D,M Atkinson,10,13,6,8,14,10,7,9,3,1,0,0,6.5,4.0,1.53,6.5,4.0,1.55
252,E0,2008-02-09,Everton,Reading,1,0,H,0,0,D,M Halsey,11,14,6,5,13,13,8,8,0,0,0,0,1.53,4.0,6.5,1.53,4.0,7.0
253,E0,2008-02-09,Middlesbrough,Fulham,1,0,H,1,0,H,P Dowd,11,10,6,5,12,10,7,3,1,2,0,0,1.9,3.4,4.2,1.9,3.4,4.5
254,E0,2008-02-09,Sunderland,Wigan,2,0,H,1,0,H,M Dean,9,21,4,11,13,6,2,8,0,1,0,0,2.1,3.3,3.6,2.15,3.3,3.6
255,E0,2008-02-09,West Ham,Birmingham,1,1,D,1,1,D,M Clattenburg,18,5,10,3,12,20,7,4,0,5,1,0,1.8,3.6,4.5,1.8,3.5,5.0
256,E0,2008-02-10,Chelsea,Liverpool,0,0,D,0,0,D,M Riley,5,10,3,4,14,18,6,4,3,2,0,0,1.9,3.2,4.5,2.05,3.25,4.1
257,E0,2008-02-10,Man United,Man City,1,2,A,0,2,A,H Webb,19,9,9,7,6,11,8,7,1,0,0,0,1.28,5.0,13.0,1.3,5.2,12.0
258,E0,2008-02-11,Arsenal,Blackburn,2,0,H,1,0,H,S Bennett,13,6,9,2,12,6,7,5,1,0,0,0,1.33,4.75,11.0,1.35,3.8,10.0
259,E0,2008-02-23,Birmingham,Arsenal,2,2,D,1,0,H,M Dean,2,26,1,13,9,13,1,7,0,2,1,0,7.0,4.0,1.5,8.0,4.0,1.5
260,E0,2008-02-23,Fulham,West Ham,0,1,A,0,0,D,H Webb,18,12,14,6,12,17,5,8,3,0,1,0,2.7,3.25,2.62,2.7,3.3,2.75
261,E0,2008-02-23,Liverpool,Middlesbrough,3,2,H,2,1,H,L Mason,13,6,8,3,8,11,6,2,2,5,0,1,1.4,4.2,9.5,1.4,4.5,10.0
262,E0,2008-02-23,Newcastle,Man United,1,5,A,0,2,A,C Foy,10,16,5,10,13,12,7,4,4,0,0,0,7.0,4.0,1.5,8.0,4.3,1.45
263,E0,2008-02-23,Portsmouth,Sunderland,1,0,H,0,0,D,P Dowd,17,5,10,2,13,13,5,3,1,2,0,0,1.61,3.75,6.0,1.6,3.8,6.5
264,E0,2008-02-23,Wigan,Derby,2,0,H,0,0,D,A Wiley,22,5,18,3,10,12,14,2,0,1,0,0,1.61,3.75,6.0,1.6,3.9,6.0
265,E0,2008-02-24,Blackburn,Bolton,4,1,H,1,0,H,M Clattenburg,11,15,6,9,16,21,5,4,2,4,0,0,1.83,3.5,4.5,1.8,3.5,4.8
266,E0,2008-02-24,Reading,Aston Villa,1,2,A,0,1,A,M Atkinson,9,19,6,11,10,15,11,7,2,1,0,0,3.1,3.25,2.37,3.2,3.3,2.3
267,E0,2008-02-25,Man City,Everton,0,2,A,0,2,A,R Styles,20,13,12,8,7,14,4,7,0,1,1,0,2.4,3.25,3.0,2.4,3.25,3.2
268,E0,2008-03-01,Arsenal,Aston Villa,1,1,D,0,1,A,M Clattenburg,16,5,7,4,8,13,8,7,1,2,0,0,1.57,3.8,6.5,1.6,3.75,6.5
269,E0,2008-03-01,Birmingham,Tottenham,4,1,H,1,0,H,L Probert,13,19,10,10,14,10,5,6,1,0,0,0,3.75,3.5,2.0,4.0,3.4,2.0
270,E0,2008-03-01,Derby,Sunderland,0,0,D,0,0,D,M Riley,8,13,4,5,19,15,4,5,5,1,0,0,3.25,3.3,2.25,3.1,3.4,2.35
271,E0,2008-03-01,Fulham,Man United,0,3,A,0,2,A,M Dean,13,16,7,10,6,13,3,6,0,0,0,0,10.0,5.0,1.33,10.0,4.9,1.35
272,E0,2008-03-01,Man City,Wigan,0,0,D,0,0,D,S Bennett,12,8,6,5,12,7,4,1,0,1,0,0,1.8,3.5,4.75,1.75,3.4,5.5
273,E0,2008-03-01,Middlesbrough,Reading,0,1,A,0,0,D,H Webb,10,6,5,3,10,17,7,2,4,5,0,0,1.83,3.5,4.5,1.9,3.5,4.4
274,E0,2008-03-01,Newcastle,Blackburn,0,1,A,0,0,D,R Styles,17,14,9,6,10,7,14,7,1,2,0,0,2.6,3.3,2.75,2.6,3.3,2.8
275,E0,2008-03-01,West Ham,Chelsea,0,4,A,0,3,A,P Walton,9,13,7,8,14,6,6,1,0,2,0,1,4.5,3.5,1.83,4.8,3.4,1.85
276,E0,2008-03-02,Bolton,Liverpool,1,3,A,0,1,A,P Dowd,7,12,2,9,7,14,3,10,2,1,0,0,4.5,3.6,1.8,4.8,3.6,1.8
277,E0,2008-03-02,Everton,Portsmouth,3,1,H,1,1,D,A Marriner,13,9,5,5,12,18,10,3,1,1,0,0,1.83,3.5,4.5,1.8,3.5,4.9
278,E0,2008-03-05,Liverpool,West Ham,4,0,H,1,0,H,S Bennett,20,2,11,2,9,15,16,3,0,3,0,0,1.44,4.33,7.5,1.45,4.4,8.0
279,E0,2008-03-08,Blackburn,Fulham,1,1,D,0,0,D,M Riley,14,8,4,4,19,16,7,7,2,2,0,0,1.53,4.0,6.5,1.53,4.0,7.0
280,E0,2008-03-08,Liverpool,Newcastle,3,0,H,2,0,H,P Walton,15,6,13,4,8,7,12,8,1,0,0,0,1.36,4.5,10.0,1.4,4.35,10.0
281,E0,2008-03-08,Reading,Man City,2,0,H,0,0,D,U Rennie,13,12,8,5,9,11,7,5,0,2,0,0,2.5,3.25,2.87,2.5,3.2,3.0
282,E0,2008-03-09,Sunderland,Everton,0,1,A,0,0,D,A Wiley,9,7,6,6,17,9,3,4,2,1,0,0,3.5,3.4,2.1,3.3,3.3,2.3
283,E0,2008-03-09,Tottenham,West Ham,4,0,H,2,0,H,C Foy,18,8,11,4,6,17,8,4,0,2,0,1,1.8,3.6,4.5,1.75,3.75,4.9
284,E0,2008-03-09,Wigan,Arsenal,0,0,D,0,0,D,R Styles,6,10,3,6,10,8,8,5,2,2,0,0,6.5,3.8,1.57,7.0,3.9,1.55
285,E0,2008-03-12,Aston Villa,Middlesbrough,1,1,D,0,1,A,S Bennett,5,10,3,2,15,21,4,4,0,4,0,0,1.61,3.75,6.0,1.55,3.9,6.6
286,E0,2008-03-12,Chelsea,Derby,6,1,H,2,0,H,C Foy,14,4,10,3,7,17,7,0,0,1,0,0,1.1,9.0,26.0,1.12,9.0,23.0
287,E0,2008-03-12,Portsmouth,Birmingham,4,2,H,2,2,D,S Tanner,13,7,9,5,8,10,4,3,0,1,0,0,1.83,3.5,4.5,1.85,3.4,4.8
288,E0,2008-03-15,Arsenal,Middlesbrough,1,1,D,0,1,A,M Halsey,17,4,9,1,7,10,11,1,0,2,0,1,1.25,5.5,13.0,1.28,5.5,13.0
289,E0,2008-03-15,Derby,Man United,0,1,A,0,0,D,P Dowd,10,17,8,9,13,7,5,11,4,1,0,0,17.0,7.0,1.16,19.0,8.0,1.15
290,E0,2008-03-15,Liverpool,Reading,2,1,H,1,1,D,A Marriner,19,7,8,3,7,22,7,2,0,5,0,0,1.25,5.5,13.0,1.25,5.8,15.0
291,E0,2008-03-15,Portsmouth,Aston Villa,2,0,H,2,0,H,C Foy,13,16,5,10,17,13,3,6,3,1,1,1,2.37,3.25,3.1,2.4,3.4,3.0
292,E0,2008-03-15,Sunderland,Chelsea,0,1,A,0,1,A,M Dean,11,11,4,3,8,9,7,7,2,1,0,0,8.0,4.2,1.44,7.5,4.2,1.5
293,E0,2008-03-15,West Ham,Blackburn,2,1,H,1,1,D,M Atkinson,12,9,6,5,11,13,8,10,1,3,0,0,2.5,3.3,2.87,2.5,3.4,2.9
294,E0,2008-03-16,Fulham,Everton,1,0,H,0,0,D,S Bennett,10,7,2,4,14,6,3,3,1,0,0,0,3.5,3.4,2.1,3.6,3.25,2.2
295,E0,2008-03-16,Man City,Tottenham,2,1,H,0,1,A,M Clattenburg,13,12,8,7,11,3,5,5,0,0,0,0,2.6,3.3,2.7,2.6,3.3,2.8
296,E0,2008-03-16,Wigan,Bolton,1,0,H,1,0,H,S Tanner,10,12,7,7,16,13,8,5,2,3,1,0,2.25,3.3,3.25,2.2,3.3,3.5
297,E0,2008-03-17,Birmingham,Newcastle,1,1,D,1,0,H,H Webb,12,13,4,7,8,12,3,8,2,2,0,0,2.2,3.25,3.4,2.3,3.4,3.2
298,E0,2008-03-19,Man United,Bolton,2,0,H,2,0,H,A Wiley,21,14,12,10,12,14,6,3,0,2,0,0,1.16,7.0,17.0,1.17,7.5,18.0
299,E0,2008-03-19,Tottenham,Chelsea,4,4,D,1,2,A,M Riley,10,10,9,8,10,16,10,2,2,2,0,0,3.6,3.3,2.1,3.5,3.4,2.15
300,E0,2008-03-22,Aston Villa,Sunderland,0,1,A,0,0,D,H Webb,9,12,3,3,9,11,4,4,0,2,0,0,1.57,3.8,6.5,1.55,3.9,6.5
301,E0,2008-03-22,Blackburn,Wigan,3,1,H,2,1,H,M Dean,11,14,7,7,19,15,1,9,1,3,1,1,1.72,3.6,5.0,1.8,3.5,5.0
302,E0,2008-03-22,Bolton,Man City,0,0,D,0,0,D,A Marriner,17,7,7,4,9,14,12,12,1,0,0,0,2.37,3.3,3.0,2.4,3.25,3.2
303,E0,2008-03-22,Everton,West Ham,1,1,D,1,0,H,M Halsey,14,13,7,5,10,10,4,4,0,0,0,0,1.72,3.6,5.0,1.7,3.6,5.6
304,E0,2008-03-22,Middlesbrough,Derby,1,0,H,1,0,H,M Atkinson,6,5,3,1,9,10,9,2,2,1,0,0,1.44,4.2,8.0,1.45,4.2,9.0
305,E0,2008-03-22,Newcastle,Fulham,2,0,H,1,0,H,A Wiley,15,9,9,5,9,5,6,4,0,1,0,0,1.8,3.5,4.75,1.85,3.6,4.6
306,E0,2008-03-22,Reading,Birmingham,2,1,H,1,0,H,M Riley,13,13,8,7,16,15,8,7,0,1,0,0,2.0,3.5,3.75,2.05,3.4,3.85
307,E0,2008-03-22,Tottenham,Portsmouth,2,0,H,0,0,D,P Dowd,17,4,8,4,8,13,7,2,0,1,0,0,1.9,3.5,4.0,1.9,3.5,4.2
